id,is_ai,generator,category,score
ai_art_seedream_v4_art_07.png,true,Seedream,art,3.65823543688748e-05
ai_art_gemini_3_pro_art_08.png,true,Gemini 3 Pro,art,0.00016790934023447335
ai_art_gpt_image_1.5_art_09.png,true,Gpt,art,1.0354609912610613e-05
ai_art_hunyuan_v3_art_03.png,true,Hunyuan v3,art,0.0006385384476743639
ai_art_gpt_image_1.5_art_10.png,true,Gpt,art,6.18357807979919e-05
ai_art_recraft_v3_art_03.png,true,Recraft v3,art,0.06423331052064896
ai_art_gpt_image_1.5_art_04.png,true,Gpt,art,0.0002032139163929969
ai_art_sd_3.5_large_art_01.png,true,Sd,art,0.0012072771787643433
ai_art_gemini_3_pro_art_05.png,true,Gemini 3 Pro,art,5.465108188218437e-07
ai_art_flux_pro_v1.1_art_06.png,true,Flux Pro v1.1,art,0.9996769428253174
ai_art_grok_aurora_art_09.png,true,Grok Aurora,art,2.2777958292863332e-05
ai_art_grok_aurora_art_08.png,true,Grok Aurora,art,0.026307864114642143
ai_art_flux_pro_v1.1_art_07.png,true,Flux Pro v1.1,art,1.5011815776233561e-05
ai_art_gemini_3_pro_art_10.png,true,Gemini 3 Pro,art,0.027181949466466904
ai_art_gemini_3_pro_art_04.png,true,Gemini 3 Pro,art,0.004098198842257261
ai_art_gpt_image_1.5_art_05.png,true,Gpt,art,6.299342203419656e-07
ai_art_recraft_v3_art_02.png,true,Recraft v3,art,0.0004329941584728658
ai_art_gpt_image_1.5_art_07.png,true,Gpt,art,0.0001901190698845312
ai_art_gemini_3_pro_art_06.png,true,Gemini 3 Pro,art,0.3481573164463043
ai_art_sd_3.5_large_art_02.png,true,Sd,art,0.004733971320092678
ai_art_flux_pro_v1.1_art_05.png,true,Flux Pro v1.1,art,1.492890532972524e-06
ai_art_seedream_v4_art_09.png,true,Seedream,art,7.393220585072413e-05
ai_art_seedream_v4_art_08.png,true,Seedream,art,0.0006464392063207924
ai_art_flux_pro_v1.1_art_10.png,true,Flux Pro v1.1,art,0.0004444606602191925
ai_art_flux_pro_v1.1_art_04.png,true,Flux Pro v1.1,art,0.0016641500405967236
ai_art_gemini_3_pro_art_07.png,true,Gemini 3 Pro,art,2.1809444206155604e-06
ai_art_sd_3.5_large_art_03.png,true,Sd,art,0.00025365722831338644
ai_art_recraft_v3_art_01.png,true,Recraft v3,art,5.534001320484094e-05
ai_art_gpt_image_1.5_art_06.png,true,Gpt,art,0.9526572227478027
ai_art_hunyuan_v3_art_08.png,true,Hunyuan v3,art,0.03486480936408043
ai_art_gpt_image_1.5_art_02.png,true,Gpt,art,0.027422310784459114
ai_art_recraft_v3_art_05.png,true,Recraft v3,art,1.3737908375333063e-06
ai_art_sd_3.5_large_art_07.png,true,Sd,art,0.99510657787323
ai_art_gemini_3_pro_art_03.png,true,Gemini 3 Pro,art,0.7191888093948364
ai_art_leonardo_phoenix_art_09.png,true,Leonardo Phoenix,art,0.9888794422149658
ai_art_leonardo_phoenix_art_08.png,true,Leonardo Phoenix,art,0.28070303797721863
ai_art_flux_pro_v1.1_art_01.png,true,Flux Pro v1.1,art,9.962737385649234e-05
ai_art_sd_3.5_large_art_06.png,true,Sd,art,0.004042490851134062
ai_art_gemini_3_pro_art_02.png,true,Gemini 3 Pro,art,0.517916202545166
ai_art_recraft_v3_art_10.png,true,Recraft v3,art,2.5879273380269296e-05
ai_art_recraft_v3_art_04.png,true,Recraft v3,art,3.575421214918606e-05
ai_art_gpt_image_1.5_art_03.png,true,Gpt,art,0.02334512770175934
ai_art_hunyuan_v3_art_09.png,true,Hunyuan v3,art,0.00034144832170568407
ai_art_recraft_v3_art_06.png,true,Recraft v3,art,0.0025001168251037598
ai_art_gpt_image_1.5_art_01.png,true,Gpt,art,0.009259440004825592
ai_art_sd_3.5_large_art_04.png,true,Sd,art,8.08825934655033e-05
ai_art_sd_3.5_large_art_10.png,true,Sd,art,1.0329521273888531e-06
ai_art_ideogram_v3_art_08.png,true,Ideogram v3,art,0.9920389652252197
ai_art_flux_pro_v1.1_art_03.png,true,Flux Pro v1.1,art,0.0014219837030395865
ai_art_flux_pro_v1.1_art_02.png,true,Flux Pro v1.1,art,0.00030764302937313914
ai_art_ideogram_v3_art_09.png,true,Ideogram v3,art,0.979625403881073
ai_art_gemini_3_pro_art_01.png,true,Gemini 3 Pro,art,0.09450042992830276
ai_art_sd_3.5_large_art_05.png,true,Sd,art,2.291329224135552e-07
ai_art_recraft_v3_art_07.png,true,Recraft v3,art,2.7648338800645433e-05
ai_art_wan_v2.6_art_03.png,true,Wan v2.6,art,0.00022468464158009738
ai_art_flux_schnell_art_02.png,true,Flux Schnell,art,0.046089064329862595
ai_art_qwen_2512_art_01.png,true,Qwen 2512,art,0.9135070443153381
ai_art_z_image_art_06.png,true,Z,art,0.978367030620575
ai_art_glm_image_art_09.png,true,GLM Image,art,1.4375675618794048e-06
ai_art_glm_image_art_08.png,true,GLM Image,art,0.9960057139396667
ai_art_z_image_art_07.png,true,Z,art,0.000450662337243557
ai_art_flux_schnell_art_03.png,true,Flux Schnell,art,0.0994250550866127
ai_art_wan_v2.6_art_02.png,true,Wan v2.6,art,0.005541183985769749
ai_art_qwen_2512_art_02.png,true,Qwen 2512,art,0.11785460263490677
ai_art_flux_schnell_art_01.png,true,Flux Schnell,art,3.4675565984798595e-05
ai_art_z_image_art_05.png,true,Z,art,0.0005088707548566163
ai_art_flux_2_flex_art_09.png,true,Flux,art,4.950506422574108e-07
ai_art_flux_2_flex_art_08.png,true,Flux,art,9.970488463295624e-06
ai_art_z_image_art_04.png,true,Z,art,9.298672375734895e-05
ai_art_z_image_art_10.png,true,Z,art,0.04698581621050835
ai_art_qwen_2512_art_03.png,true,Qwen 2512,art,0.9743714332580566
ai_art_wan_v2.6_art_01.png,true,Wan v2.6,art,0.009294764138758183
ai_art_flux_schnell_art_10.png,true,Flux Schnell,art,3.25766704918351e-05
ai_art_wan_v2.6_art_05.png,true,Wan v2.6,art,7.755878868920263e-06
ai_art_flux_schnell_art_04.png,true,Flux Schnell,art,0.002533586462959647
ai_art_qwen_2512_art_07.png,true,Qwen 2512,art,4.983367398381233e-05
ai_art_seedream_v3_art_08.png,true,Seedream,art,0.983116090297699
ai_art_seedream_v3_art_09.png,true,Seedream,art,0.0018125905189663172
ai_art_z_image_art_01.png,true,Z,art,0.004319428466260433
ai_art_flux_schnell_art_05.png,true,Flux Schnell,art,1.1404918041080236e-05
ai_art_wan_v2.6_art_04.png,true,Wan v2.6,art,0.006464123725891113
ai_art_qwen_2512_art_06.png,true,Qwen 2512,art,0.6681802272796631
ai_art_wan_v2.6_art_10.png,true,Wan v2.6,art,0.0005104515003040433
ai_art_qwen_2512_art_04.png,true,Qwen 2512,art,0.9048882126808167
ai_art_wan_v2.6_art_06.png,true,Wan v2.6,art,0.10677023977041245
ai_art_flux_schnell_art_07.png,true,Flux Schnell,art,5.8018258641823195e-06
ai_art_qwen_2512_art_10.png,true,Qwen 2512,art,4.5557640987681225e-05
ai_art_z_image_art_03.png,true,Z,art,1.2734244592138566e-05
ai_art_z_image_art_02.png,true,Z,art,0.00048758098273538053
ai_art_qwen_2512_art_05.png,true,Qwen 2512,art,0.00295243295840919
ai_art_flux_schnell_art_06.png,true,Flux Schnell,art,0.018475092947483063
ai_art_wan_v2.6_art_07.png,true,Wan v2.6,art,0.10544729232788086
ai_portrait_seedream_v3_portrait_10.png,true,Seedream,portrait,0.0006639633793383837
ai_portrait_seedream_v3_portrait_04.png,true,Seedream,portrait,2.389204837527359e-06
ai_portrait_recraft_v3_portrait_05.png,true,Recraft v3,portrait,6.504012617369881e-06
ai_portrait_flux_pro_v1.1_portrait_09.png,true,Flux Pro v1.1,portrait,0.029230112209916115
ai_portrait_flux_pro_v1.1_portrait_08.png,true,Flux Pro v1.1,portrait,4.323572284192778e-06
ai_portrait_wan_v2.6_portrait_01.png,true,Wan v2.6,portrait,1.8812663256539963e-05
ai_portrait_recraft_v3_portrait_04.png,true,Recraft v3,portrait,1.773914300429169e-05
ai_portrait_recraft_v3_portrait_10.png,true,Recraft v3,portrait,2.839230546669569e-06
ai_portrait_seedream_v3_portrait_05.png,true,Seedream,portrait,0.0001457057660445571
ai_portrait_seedream_v4_portrait_01.png,true,Seedream,portrait,1.0679506885935552e-05
ai_portrait_seedream_v4_portrait_03.png,true,Seedream,portrait,5.412459358922206e-06
ai_portrait_seedream_v3_portrait_07.png,true,Seedream,portrait,0.00020273377595003694
ai_portrait_hunyuan_v3_portrait_09.png,true,Hunyuan v3,portrait,2.2987494958215393e-05
ai_portrait_recraft_v3_portrait_06.png,true,Recraft v3,portrait,2.349202986806631e-05
ai_portrait_wan_v2.6_portrait_03.png,true,Wan v2.6,portrait,1.7409684005542658e-05
ai_portrait_wan_v2.6_portrait_02.png,true,Wan v2.6,portrait,0.01156641636043787
ai_portrait_recraft_v3_portrait_07.png,true,Recraft v3,portrait,6.744873644493055e-06
ai_portrait_hunyuan_v3_portrait_08.png,true,Hunyuan v3,portrait,6.973938866394747e-07
ai_portrait_seedream_v3_portrait_06.png,true,Seedream,portrait,0.0008885463466867805
ai_portrait_seedream_v4_portrait_02.png,true,Seedream,portrait,8.700299076735973e-06
ai_portrait_seedream_v3_portrait_02.png,true,Seedream,portrait,2.0810878140764544e-06
ai_portrait_seedream_v4_portrait_06.png,true,Seedream,portrait,2.095566287607653e-06
ai_portrait_recraft_v3_portrait_03.png,true,Recraft v3,portrait,1.4742220173502574e-06
ai_portrait_grok_aurora_portrait_09.png,true,Grok Aurora,portrait,3.125296359485219e-07
ai_portrait_qwen_2512_portrait_08.png,true,Qwen 2512,portrait,3.472871867415961e-06
ai_portrait_wan_v2.6_portrait_06.png,true,Wan v2.6,portrait,2.4400116672040895e-05
ai_portrait_wan_v2.6_portrait_07.png,true,Wan v2.6,portrait,0.0013881160411983728
ai_portrait_qwen_2512_portrait_09.png,true,Qwen 2512,portrait,2.087890379698365e-06
ai_portrait_recraft_v3_portrait_02.png,true,Recraft v3,portrait,1.631943973734451e-06
ai_portrait_grok_aurora_portrait_08.png,true,Grok Aurora,portrait,1.4175917385728098e-05
ai_portrait_seedream_v4_portrait_07.png,true,Seedream,portrait,9.10883245524019e-05
ai_portrait_seedream_v3_portrait_03.png,true,Seedream,portrait,0.00010427476809127256
ai_portrait_seedream_v3_portrait_01.png,true,Seedream,portrait,0.5918624997138977
ai_portrait_seedream_v4_portrait_05.png,true,Seedream,portrait,5.20700905326521e-06
ai_portrait_wan_v2.6_portrait_05.png,true,Wan v2.6,portrait,5.935227363806916e-06
ai_portrait_flux_schnell_portrait_08.png,true,Flux Schnell,portrait,5.733686521125492e-06
ai_portrait_flux_schnell_portrait_09.png,true,Flux Schnell,portrait,0.0010231920750811696
ai_portrait_wan_v2.6_portrait_10.png,true,Wan v2.6,portrait,0.00022616659407503903
ai_portrait_wan_v2.6_portrait_04.png,true,Wan v2.6,portrait,3.862675384880276e-06
ai_portrait_recraft_v3_portrait_01.png,true,Recraft v3,portrait,1.990125838347012e-06
ai_portrait_seedream_v4_portrait_04.png,true,Seedream,portrait,4.252882263244828e-06
ai_portrait_seedream_v4_portrait_10.png,true,Seedream,portrait,7.786314881741419e-07
ai_portrait_z_image_portrait_01.png,true,Z,portrait,0.3121291399002075
ai_portrait_ideogram_v3_portrait_01.png,true,Ideogram v3,portrait,0.005981370806694031
ai_portrait_leonardo_phoenix_portrait_07.png,true,Leonardo Phoenix,portrait,0.9125635623931885
ai_portrait_sd_3.5_large_portrait_05.png,true,Sd,portrait,2.5437434487685096e-06
ai_portrait_gpt_image_1.5_portrait_01.png,true,Gpt,portrait,0.0004938153433613479
ai_portrait_flux_2_flex_portrait_03.png,true,Flux,portrait,0.9988905787467957
ai_portrait_gemini_3_pro_portrait_10.png,true,Gemini 3 Pro,portrait,3.983913757110713e-06
ai_portrait_gemini_3_pro_portrait_04.png,true,Gemini 3 Pro,portrait,1.5712809044998721e-06
ai_portrait_gemini_3_pro_portrait_05.png,true,Gemini 3 Pro,portrait,1.1059543112423853e-06
ai_portrait_flux_2_flex_portrait_02.png,true,Flux,portrait,0.009220427833497524
ai_portrait_sd_3.5_large_portrait_04.png,true,Sd,portrait,5.4175634431885555e-05
ai_portrait_leonardo_phoenix_portrait_06.png,true,Leonardo Phoenix,portrait,0.9588060975074768
ai_portrait_sd_3.5_large_portrait_10.png,true,Sd,portrait,1.5506853969782242e-06
ai_portrait_glm_image_portrait_01.png,true,GLM Image,portrait,0.030088067054748535
ai_portrait_z_image_portrait_02.png,true,Z,portrait,0.01111678034067154
ai_portrait_glm_image_portrait_03.png,true,GLM Image,portrait,0.0026221678126603365
ai_portrait_ideogram_v3_portrait_02.png,true,Ideogram v3,portrait,3.009491592820268e-05
ai_portrait_leonardo_phoenix_portrait_10.png,true,Leonardo Phoenix,portrait,0.999997615814209
ai_portrait_sd_3.5_large_portrait_06.png,true,Sd,portrait,0.00012577006418723613
ai_portrait_leonardo_phoenix_portrait_04.png,true,Leonardo Phoenix,portrait,0.9878265261650085
ai_portrait_gpt_image_1.5_portrait_02.png,true,Gpt,portrait,5.852473350387299e-07
ai_portrait_gemini_3_pro_portrait_07.png,true,Gemini 3 Pro,portrait,0.0005120718851685524
ai_portrait_gemini_3_pro_portrait_06.png,true,Gemini 3 Pro,portrait,9.214195983986428e-07
ai_portrait_flux_2_flex_portrait_01.png,true,Flux,portrait,0.03152366727590561
ai_portrait_gpt_image_1.5_portrait_03.png,true,Gpt,portrait,0.00014390278374776244
ai_portrait_leonardo_phoenix_portrait_05.png,true,Leonardo Phoenix,portrait,0.9979089498519897
ai_portrait_sd_3.5_large_portrait_07.png,true,Sd,portrait,9.771229997568298e-06
ai_portrait_ideogram_v3_portrait_03.png,true,Ideogram v3,portrait,0.00015044269093777984
ai_portrait_glm_image_portrait_02.png,true,GLM Image,portrait,2.357688345000497e-06
ai_portrait_z_image_portrait_03.png,true,Z,portrait,0.052328359335660934
ai_portrait_z_image_portrait_07.png,true,Z,portrait,8.433561743004248e-05
ai_portrait_glm_image_portrait_06.png,true,GLM Image,portrait,0.001931212842464447
ai_portrait_ideogram_v3_portrait_07.png,true,Ideogram v3,portrait,0.0008932617492973804
ai_portrait_gpt_image_1.5_portrait_07.png,true,Gpt,portrait,3.2262716558761895e-05
ai_portrait_sd_3.5_large_portrait_03.png,true,Sd,portrait,6.3965253502829e-06
ai_portrait_leonardo_phoenix_portrait_01.png,true,Leonardo Phoenix,portrait,0.000318233942380175
ai_portrait_gemini_3_pro_portrait_02.png,true,Gemini 3 Pro,portrait,4.950251764057612e-07
ai_portrait_flux_2_flex_portrait_05.png,true,Flux,portrait,3.208365524187684e-05
ai_portrait_flux_2_flex_portrait_10.png,true,Flux,portrait,4.710814755526371e-05
ai_portrait_flux_2_flex_portrait_04.png,true,Flux,portrait,0.00023907152353785932
ai_portrait_gemini_3_pro_portrait_03.png,true,Gemini 3 Pro,portrait,1.7797063947000424e-06
ai_portrait_sd_3.5_large_portrait_02.png,true,Sd,portrait,0.011121178977191448
ai_portrait_gpt_image_1.5_portrait_06.png,true,Gpt,portrait,2.2845638341095764e-06
ai_portrait_ideogram_v3_portrait_06.png,true,Ideogram v3,portrait,0.0017590138595551252
ai_portrait_glm_image_portrait_07.png,true,GLM Image,portrait,0.23603180050849915
ai_portrait_z_image_portrait_06.png,true,Z,portrait,0.06118563935160637
ai_portrait_z_image_portrait_10.png,true,Z,portrait,3.41182567353826e-06
ai_portrait_z_image_portrait_04.png,true,Z,portrait,0.00017744270735420287
ai_portrait_glm_image_portrait_05.png,true,GLM Image,portrait,3.493512122076936e-05
ai_portrait_ideogram_v3_portrait_10.png,true,Ideogram v3,portrait,0.036108892410993576
ai_portrait_ideogram_v3_portrait_04.png,true,Ideogram v3,portrait,0.0003392351500224322
ai_portrait_gpt_image_1.5_portrait_10.png,true,Gpt,portrait,0.002081034006550908
ai_portrait_gpt_image_1.5_portrait_04.png,true,Gpt,portrait,3.998915417469107e-06
ai_portrait_leonardo_phoenix_portrait_02.png,true,Leonardo Phoenix,portrait,0.011667193844914436
ai_portrait_gemini_3_pro_portrait_01.png,true,Gemini 3 Pro,portrait,4.6868800041011127e-07
ai_portrait_flux_2_flex_portrait_06.png,true,Flux,portrait,0.9999047517776489
ai_portrait_flux_2_flex_portrait_07.png,true,Flux,portrait,0.15377205610275269
ai_portrait_sd_3.5_large_portrait_01.png,true,Sd,portrait,0.031029729172587395
ai_portrait_leonardo_phoenix_portrait_03.png,true,Leonardo Phoenix,portrait,0.43569543957710266
ai_portrait_gpt_image_1.5_portrait_05.png,true,Gpt,portrait,0.0001227211469085887
ai_portrait_ideogram_v3_portrait_05.png,true,Ideogram v3,portrait,7.923915836727247e-05
ai_portrait_glm_image_portrait_10.png,true,GLM Image,portrait,0.017842119559645653
ai_portrait_glm_image_portrait_04.png,true,GLM Image,portrait,3.6299024941399693e-05
ai_portrait_z_image_portrait_05.png,true,Z,portrait,1.679721776781662e-06
ai_portrait_z_image_portrait_08.png,true,Z,portrait,0.014686132781207561
ai_portrait_glm_image_portrait_09.png,true,GLM Image,portrait,0.0009373753564432263
ai_portrait_ideogram_v3_portrait_08.png,true,Ideogram v3,portrait,0.00018026177713181823
ai_portrait_gpt_image_1.5_portrait_08.png,true,Gpt,portrait,2.115949428116437e-06
ai_portrait_gpt_image_1.5_portrait_09.png,true,Gpt,portrait,1.0620290140650468e-06
ai_portrait_ideogram_v3_portrait_09.png,true,Ideogram v3,portrait,8.229404920712113e-05
ai_portrait_glm_image_portrait_08.png,true,GLM Image,portrait,1.6806367284516455e-06
ai_portrait_z_image_portrait_09.png,true,Z,portrait,2.5743767764652148e-05
ai_portrait_flux_2_flex_portrait_09.png,true,Flux,portrait,0.0010771730449050665
ai_portrait_flux_2_flex_portrait_08.png,true,Flux,portrait,2.839488161043846e-06
ai_portrait_leonardo_phoenix_portrait_08.png,true,Leonardo Phoenix,portrait,0.020383354276418686
ai_portrait_leonardo_phoenix_portrait_09.png,true,Leonardo Phoenix,portrait,0.7628442645072937
ai_portrait_sd_3.5_large_portrait_09.png,true,Sd,portrait,7.908425345704018e-07
ai_portrait_gemini_3_pro_portrait_08.png,true,Gemini 3 Pro,portrait,7.2006628215604e-07
ai_portrait_gemini_3_pro_portrait_09.png,true,Gemini 3 Pro,portrait,3.0698081445734715e-06
ai_portrait_sd_3.5_large_portrait_08.png,true,Sd,portrait,0.0008674105047248304
ai_portrait_seedream_v4_portrait_09.png,true,Seedream,portrait,1.0519274837861303e-05
ai_portrait_hunyuan_v3_portrait_03.png,true,Hunyuan v3,portrait,4.7413454922207166e-06
ai_portrait_grok_aurora_portrait_06.png,true,Grok Aurora,portrait,2.4563170882174745e-05
ai_portrait_qwen_2512_portrait_07.png,true,Qwen 2512,portrait,0.004232998006045818
ai_portrait_wan_v2.6_portrait_09.png,true,Wan v2.6,portrait,0.11710958182811737
ai_portrait_flux_schnell_portrait_04.png,true,Flux Schnell,portrait,0.0036153208930045366
ai_portrait_flux_schnell_portrait_10.png,true,Flux Schnell,portrait,0.0008380827493965626
ai_portrait_flux_pro_v1.1_portrait_01.png,true,Flux Pro v1.1,portrait,1.5324207197409123e-05
ai_portrait_flux_schnell_portrait_05.png,true,Flux Schnell,portrait,0.00038001584471203387
ai_portrait_wan_v2.6_portrait_08.png,true,Wan v2.6,portrait,4.8832673201104626e-05
ai_portrait_qwen_2512_portrait_06.png,true,Qwen 2512,portrait,0.00436420040205121
ai_portrait_grok_aurora_portrait_07.png,true,Grok Aurora,portrait,2.4167145966202952e-05
ai_portrait_hunyuan_v3_portrait_02.png,true,Hunyuan v3,portrait,0.0002043071435764432
ai_portrait_seedream_v4_portrait_08.png,true,Seedream,portrait,1.7738837414071895e-05
ai_portrait_grok_aurora_portrait_05.png,true,Grok Aurora,portrait,2.2727811028744327e-06
ai_portrait_qwen_2512_portrait_04.png,true,Qwen 2512,portrait,3.6143121633358533e-06
ai_portrait_qwen_2512_portrait_10.png,true,Qwen 2512,portrait,4.516521130426554e-06
ai_portrait_flux_schnell_portrait_07.png,true,Flux Schnell,portrait,0.0008364401292055845
ai_portrait_flux_pro_v1.1_portrait_03.png,true,Flux Pro v1.1,portrait,3.7233248804113828e-06
ai_portrait_flux_pro_v1.1_portrait_02.png,true,Flux Pro v1.1,portrait,0.6063223481178284
ai_portrait_flux_schnell_portrait_06.png,true,Flux Schnell,portrait,0.0009667284903116524
ai_portrait_qwen_2512_portrait_05.png,true,Qwen 2512,portrait,1.6402322216890752e-05
ai_portrait_grok_aurora_portrait_04.png,true,Grok Aurora,portrait,1.9876067653967766e-06
ai_portrait_grok_aurora_portrait_10.png,true,Grok Aurora,portrait,0.526680052280426
ai_portrait_hunyuan_v3_portrait_01.png,true,Hunyuan v3,portrait,0.9996769428253174
ai_portrait_hunyuan_v3_portrait_05.png,true,Hunyuan v3,portrait,1.1222268767596688e-05
ai_portrait_qwen_2512_portrait_01.png,true,Qwen 2512,portrait,0.019323792308568954
ai_portrait_flux_schnell_portrait_02.png,true,Flux Schnell,portrait,4.583763438859023e-05
ai_portrait_flux_pro_v1.1_portrait_06.png,true,Flux Pro v1.1,portrait,0.0010433685965836048
ai_portrait_flux_pro_v1.1_portrait_07.png,true,Flux Pro v1.1,portrait,0.0001015461384668015
ai_portrait_flux_schnell_portrait_03.png,true,Flux Schnell,portrait,0.0020353649742901325
ai_portrait_grok_aurora_portrait_01.png,true,Grok Aurora,portrait,3.0294465886981925e-06
ai_portrait_hunyuan_v3_portrait_10.png,true,Hunyuan v3,portrait,2.3542961571365595e-05
